first_column,path_no,o_zone_id,d_zone_id,within_OD_path_no,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,OD_impact_flag,path_network_design_flag,toll,#_of_nodes,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,node_sequence,link_sequence,geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence
,1794,628,627,1,2,0,sov,PM,1.23,0,1,0,0,0,13,10.4,10.3747,10.3747,4.825,628;202621;202618;202588;202602;202604;202730;202729;202511;202509;202508;202513;627;,201267AB;201292BA;201320AB;201317BA;201294BA;201335AB;201105AB;201517AB;201520AB;201509AB;201526AB;201525BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.367910 33.645483)",,,,
,1795,628,633,0,1,0,sov,PM,18.79,0,1,0,0,0,8,6.6,6.6039,6.6039,2.7625,628;202617;202618;202588;202602;202604;202730;633;,201278AB;201271BA;201320AB;201317BA;201294BA;201335AB;201291BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.400922 33.631194)",,,,
,1796,628,633,1,2,0,sov,PM,6.25,0,1,0,0,0,8,6.7,6.6894,6.6894,2.8115,628;202621;202618;202588;202602;202604;202730;633;,201267AB;201292BA;201320AB;201317BA;201294BA;201335AB;201291BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.400922 33.631194)",,,,
,1797,628,637,0,1,0,sov,PM,6.37,0,1,0,0,0,10,8.6,8.6108,8.6108,3.8124,628;202617;202618;202588;202602;202604;202730;202729;202744;637;,201278AB;201271BA;201320AB;201317BA;201294BA;201335AB;201105AB;201508AB;201512BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.393981 33.631331, -112.385328 33.631276)",,,,
,1798,628,637,3,4,0,sov,PM,1.08,0,1,0,0,0,10,8.7,8.6963,8.6963,3.8614,628;202621;202618;202588;202602;202604;202730;202729;202744;637;,201267AB;201292BA;201320AB;201317BA;201294BA;201335AB;201105AB;201508AB;201512BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.393981 33.631331, -112.385328 33.631276)",,,,
,1799,628,637,2,3,0,sov,PM,1.97,0,1,0,0,0,10,8.6,8.5528,8.5528,3.821,628;202617;202618;202588;202602;202604;202730;202729;202511;637;,201278AB;201271BA;201320AB;201317BA;201294BA;201335AB;201105AB;201517AB;201505BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.385328 33.631276)",,,,
,1800,628,637,1,2,0,sov,PM,1.09,0,1,0,0,0,10,8.6,8.6383,8.6383,3.87,628;202621;202618;202588;202602;202604;202730;202729;202511;637;,201267AB;201292BA;201320AB;201317BA;201294BA;201335AB;201105AB;201517AB;201505BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.385328 33.631276)",,,,
,1801,628,640,0,1,0,sov,PM,3.05,0,1,0,0,0,15,12.1,12.0518,12.0518,5.6487,628;202617;202618;202588;202602;202604;202730;202729;202511;202509;202508;202513;202512;202502;640;,201278AB;201271BA;201320AB;201317BA;201294BA;201335AB;201105AB;201517AB;201520AB;201509AB;201526AB;201502AB;201560AB;201544BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.359398 33.638646, -112.355060 33.638642, -112.350044 33.631097)",,,,
,1802,628,640,1,2,0,sov,PM,1.09,0,1,0,0,0,15,12.1,12.1372,12.1372,5.6977,628;202621;202618;202588;202602;202604;202730;202729;202511;202509;202508;202513;202512;202502;640;,201267AB;201292BA;201320AB;201317BA;201294BA;201335AB;201105AB;201517AB;201520AB;201509AB;201526AB;201502AB;201560AB;201544BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.359398 33.638646, -112.355060 33.638642, -112.350044 33.631097)",,,,
,1803,628,645,0,1,0,sov,PM,2.08,0,1,0,0,0,18,14.3,14.2746,14.2746,6.7485,628;202617;202618;202588;202602;202604;202730;202729;202511;202509;202508;202513;202512;202502;202499;202500;202782;645;,201278AB;201271BA;201320AB;201317BA;201294BA;201335AB;201105AB;201517AB;201520AB;201509AB;201526AB;201502AB;201560AB;201559BA;201549BA;201574BA;201546BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.359398 33.638646, -112.355060 33.638642, -112.350235 33.638677, -112.342096 33.638688, -112.334501 33.638522, -112.333253 33.631209)",,,,
,1804,628,645,1,2,0,sov,PM,1.09,0,1,0,0,0,18,14.4,14.3601,14.3601,6.7974,628;202621;202618;202588;202602;202604;202730;202729;202511;202509;202508;202513;202512;202502;202499;202500;202782;645;,201267AB;201292BA;201320AB;201317BA;201294BA;201335AB;201105AB;201517AB;201520AB;201509AB;201526AB;201502AB;201560AB;201559BA;201549BA;201574BA;201546BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.359398 33.638646, -112.355060 33.638642, -112.350235 33.638677, -112.342096 33.638688, -112.334501 33.638522, -112.333253 33.631209)",,,,
,1805,628,646,0,1,0,sov,PM,9.27,0,1,0,0,0,20,22.3,22.2887,22.2887,13.563,628;202617;202618;202588;202602;202584;202612;202611;202579;202753;202752;202487;202467;202748;202788;202807;202764;202763;202762;646;,201278AB;201271BA;201320AB;201317BA;201325AB;201330AB;201275AB;201344AB;201349AB;201086AB;201590AB;201634AB;201642AB;201645BA;201067BA;201577AB;201080AB;201636AB;201638BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.405285 33.678920, -112.403023 33.681234, -112.396280 33.687252, -112.389369 33.692288, -112.359900 33.696558, -112.334078 33.698246, -112.334084 33.692359, -112.342306 33.682083, -112.354371 33.682966, -112.357667 33.686277, -112.381543 33.686830, -112.373623 33.693131)",,,,
,1806,628,646,1,2,0,sov,PM,2.89,0,1,0,0,0,20,22.4,22.3742,22.3742,13.612,628;202621;202618;202588;202602;202584;202612;202611;202579;202753;202752;202487;202467;202748;202788;202807;202764;202763;202762;646;,201267AB;201292BA;201320AB;201317BA;201325AB;201330AB;201275AB;201344AB;201349AB;201086AB;201590AB;201634AB;201642AB;201645BA;201067BA;201577AB;201080AB;201636AB;201638BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.405285 33.678920, -112.403023 33.681234, -112.396280 33.687252, -112.389369 33.692288, -112.359900 33.696558, -112.334078 33.698246, -112.334084 33.692359, -112.342306 33.682083, -112.354371 33.682966, -112.357667 33.686277, -112.381543 33.686830, -112.373623 33.693131)",,,,
,1807,628,647,0,1,0,sov,PM,7.54,0,1,0,0,0,17,15.9,15.9201,15.9201,10.873,628;202617;202618;202588;202602;202584;202612;202611;202579;202753;202752;202487;202467;202748;202788;202807;647;,201278AB;201271BA;201320AB;201317BA;201325AB;201330AB;201275AB;201344AB;201349AB;201086AB;201590AB;201634AB;201642AB;201645BA;201067BA;201048BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.405285 33.678920, -112.403023 33.681234, -112.396280 33.687252, -112.389369 33.692288, -112.359900 33.696558, -112.334078 33.698246, -112.334084 33.692359, -112.342306 33.682083, -112.340401 33.687231)",,,,
,1808,628,647,1,2,0,sov,PM,1.43,0,1,0,0,0,17,16,16.0055,16.0055,10.922,628;202621;202618;202588;202602;202584;202612;202611;202579;202753;202752;202487;202467;202748;202788;202807;647;,201267AB;201292BA;201320AB;201317BA;201325AB;201330AB;201275AB;201344AB;201349AB;201086AB;201590AB;201634AB;201642AB;201645BA;201067BA;201048BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.405285 33.678920, -112.403023 33.681234, -112.396280 33.687252, -112.389369 33.692288, -112.359900 33.696558, -112.334078 33.698246, -112.334084 33.692359, -112.342306 33.682083, -112.340401 33.687231)",,,,
,1809,628,649,0,1,0,sov,PM,11.02,0,1,0,0,0,12,11.4,11.4314,11.4314,5.9047,628;202617;202618;202622;202620;202614;202732;202733;202735;202506;202505;649;,201278AB;201271BA;201316AB;201269BA;201339AB;201336AB;201103BA;201532BA;201537AB;201536BA;201534BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.426702 33.649428, -112.426821 33.653240, -112.425669 33.657282, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.379392 33.678514)",,,,
,1810,628,649,1,2,0,sov,PM,14.74,0,1,0,0,0,12,11.5,11.5169,11.5169,5.9537,628;202621;202618;202622;202620;202614;202732;202733;202735;202506;202505;649;,201267AB;201292BA;201316AB;201269BA;201339AB;201336AB;201103BA;201532BA;201537AB;201536BA;201534BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.426702 33.649428, -112.426821 33.653240, -112.425669 33.657282, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.379392 33.678514)",,,,
,1811,628,650,2,3,0,sov,PM,17.02,0,1,0,0,0,11,12.1,12.1258,12.1258,5.9519,628;202617;202618;202622;202620;202614;202732;202733;202735;202506;650;,201278AB;201271BA;201316AB;201269BA;201339AB;201336AB;201103BA;201532BA;201537AB;201528BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.426702 33.649428, -112.426821 33.653240, -112.425669 33.657282, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.387473 33.671728, -112.373945 33.664667)",,,,
,1812,628,650,1,2,0,sov,PM,297.46,0,1,0,0,0,11,12.2,12.2112,12.2112,6.0008,628;202621;202618;202622;202620;202614;202732;202733;202735;202506;650;,201267AB;201292BA;201316AB;201269BA;201339AB;201336AB;201103BA;201532BA;201537AB;201528BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.426702 33.649428, -112.426821 33.653240, -112.425669 33.657282, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.387473 33.671728, -112.373945 33.664667)",,,,
,1813,628,650,0,1,0,sov,PM,1.11,0,1,0,0,0,14,12.1,12.081,12.081,5.7749,628;202617;202618;202588;202602;202604;202730;202729;202514;202515;202504;202503;202524;650;,201278AB;201271BA;201320AB;201317BA;201294BA;201335AB;201105AB;201518AB;201501BA;201542AB;201543AB;201540BA;201539BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.370448 33.658836, -112.365527 33.658733, -112.373945 33.664667)",,,,
,1814,628,651,0,1,0,sov,PM,12.32,0,1,0,0,0,14,13,12.9572,12.9572,6.067,628;202617;202618;202588;202602;202604;202730;202729;202514;202515;202504;202503;202524;651;,201278AB;201271BA;201320AB;201317BA;201294BA;201335AB;201105AB;201518AB;201501BA;201542AB;201543AB;201540BA;201492BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.370448 33.658836, -112.365527 33.658733, -112.353206 33.650097)",,,,
,1815,628,651,1,2,0,sov,PM,2.01,0,1,0,0,0,14,13,13.0427,13.0427,6.116,628;202621;202618;202588;202602;202604;202730;202729;202514;202515;202504;202503;202524;651;,201267AB;201292BA;201320AB;201317BA;201294BA;201335AB;201105AB;201518AB;201501BA;201542AB;201543AB;201540BA;201492BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.370448 33.658836, -112.365527 33.658733, -112.353206 33.650097)",,,,
,1816,628,652,0,1,0,sov,PM,13.77,0,1,0,0,0,14,16.1,16.1428,16.1428,8.1827,628;202617;202618;202622;202620;202614;202732;202733;202735;202506;202505;202519;202520;652;,201278AB;201271BA;201316AB;201269BA;201339AB;201336AB;201103BA;201532BA;201537AB;201536BA;201531BA;201496BA;201575BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.426702 33.649428, -112.426821 33.653240, -112.425669 33.657282, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.354606 33.678725, -112.350722 33.664185)",,,,
,1817,628,652,1,2,0,sov,PM,1.09,0,1,0,0,0,14,16.2,16.2283,16.2283,8.2317,628;202621;202618;202622;202620;202614;202732;202733;202735;202506;202505;202519;202520;652;,201267AB;201292BA;201316AB;201269BA;201339AB;201336AB;201103BA;201532BA;201537AB;201536BA;201531BA;201496BA;201575BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.426702 33.649428, -112.426821 33.653240, -112.425669 33.657282, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.354606 33.678725, -112.350722 33.664185)",,,,
,1818,628,653,0,1,0,sov,PM,6.12,0,1,0,0,0,18,15.8,15.8465,15.8465,11.0854,628;202617;202618;202588;202602;202584;202612;202611;202579;202753;202752;202487;202467;202748;202788;202789;202804;653;,201278AB;201271BA;201320AB;201317BA;201325AB;201330AB;201275AB;201344AB;201349AB;201086AB;201590AB;201634AB;201642AB;201645BA;201090AB;201849AB;201051BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.405285 33.678920, -112.403023 33.681234, -112.396280 33.687252, -112.389369 33.692288, -112.359900 33.696558, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.331604 33.675656)",,,,
,1819,628,653,1,2,0,sov,PM,1.09,0,1,0,0,0,18,15.9,15.9319,15.9319,11.1343,628;202621;202618;202588;202602;202584;202612;202611;202579;202753;202752;202487;202467;202748;202788;202789;202804;653;,201267AB;201292BA;201320AB;201317BA;201325AB;201330AB;201275AB;201344AB;201349AB;201086AB;201590AB;201634AB;201642AB;201645BA;201090AB;201849AB;201051BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.405285 33.678920, -112.403023 33.681234, -112.396280 33.687252, -112.389369 33.692288, -112.359900 33.696558, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.331604 33.675656)",,,,
,1820,628,654,2,3,0,sov,PM,3.35,0,1,0,0,0,17,15.1,15.1042,15.1042,7.5935,628;202617;202618;202588;202602;202604;202730;202729;202514;202515;202504;202503;202524;202517;202523;202522;654;,201278AB;201271BA;201320AB;201317BA;201294BA;201335AB;201105AB;201518AB;201501BA;201542AB;201543AB;201540BA;201499AB;201581AB;201494AB;201572BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.370448 33.658836, -112.365527 33.658733, -112.358748 33.661900, -112.348458 33.654638, -112.337504 33.649679, -112.329712 33.647780)",,,,
,1821,628,654,1,2,0,sov,PM,1.09,0,1,0,0,0,17,15.2,15.1897,15.1897,7.6425,628;202621;202618;202588;202602;202604;202730;202729;202514;202515;202504;202503;202524;202517;202523;202522;654;,201267AB;201292BA;201320AB;201317BA;201294BA;201335AB;201105AB;201518AB;201501BA;201542AB;201543AB;201540BA;201499AB;201581AB;201494AB;201572BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.388740 33.646884, -112.376931 33.653079, -112.373609 33.656892, -112.370448 33.658836, -112.365527 33.658733, -112.358748 33.661900, -112.348458 33.654638, -112.337504 33.649679, -112.329712 33.647780)",,,,
,1822,628,654,0,1,0,sov,PM,1.04,0,1,0,0,0,19,16,15.9585,15.9585,7.5219,628;202617;202618;202588;202602;202604;202730;202729;202511;202509;202508;202513;202512;202502;202499;202500;202782;202522;654;,201278AB;201271BA;201320AB;201317BA;201294BA;201335AB;201105AB;201517AB;201520AB;201509AB;201526AB;201502AB;201560AB;201559BA;201549BA;201574BA;201573BA;201572BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.381016 33.638649, -112.376811 33.638616, -112.368074 33.638628, -112.359398 33.638646, -112.355060 33.638642, -112.350235 33.638677, -112.342096 33.638688, -112.334501 33.638522, -112.337504 33.649679, -112.329712 33.647780)",,,,
,1823,628,2061,0,1,0,sov,PM,5.52,0,1,0,0,0,11,10.4,10.3954,10.3954,4.8929,628;202617;202618;202588;202602;202604;202730;202729;202514;202515;2061;,201278AB;201271BA;201320AB;201317BA;201294BA;201335AB;201105AB;201518AB;201501BA;201529BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.388740 33.646884, -112.376931 33.653079, -112.384710 33.658775)",,,,
,1824,628,2061,1,2,0,sov,PM,1.09,0,1,0,0,0,11,10.5,10.4809,10.4809,4.9419,628;202621;202618;202588;202602;202604;202730;202729;202514;202515;2061;,201267AB;201292BA;201320AB;201317BA;201294BA;201335AB;201105AB;201518AB;201501BA;201529BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.388740 33.646884, -112.376931 33.653079, -112.384710 33.658775)",,,,
,1825,628,2125,0,1,0,sov,PM,1.1,0,1,1,0,0,18,18,18.0112,18.0112,10.0268,628;202617;202618;202588;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202796;202925;202923;2125;,201278AB;201271BA;201320AB;201317BA;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200821AB;201005BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,1826,628,2125,1,2,0,sov,PM,1.1,0,1,1,0,0,18,18.1,18.0966,18.0966,10.0758,628;202621;202618;202588;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202796;202925;202923;2125;,201267AB;201292BA;201320AB;201317BA;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200821AB;201005BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,1827,628,2136,0,1,0,sov,PM,1.11,0,1,1,0,0,20,16.5,16.4925,16.4925,8.9724,628;202617;202618;202588;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202476;202480;202482;202475;202474;2136;,201278AB;201271BA;201320AB;201317BA;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201604BA;201605AB;201597BA;201610AB;201615BA;201613BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.412297 33.724658, -112.404888 33.724662, -112.404232 33.724651, -112.403456 33.731610)",,,,
,1828,628,2136,1,2,0,sov,PM,1.09,0,1,1,0,0,20,16.6,16.5779,16.5779,9.0214,628;202621;202618;202588;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202476;202480;202482;202475;202474;2136;,201267AB;201292BA;201320AB;201317BA;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201604BA;201605AB;201597BA;201610AB;201615BA;201613BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.412297 33.724658, -112.404888 33.724662, -112.404232 33.724651, -112.403456 33.731610)",,,,
,1829,628,2137,0,1,0,sov,PM,1.1,0,1,1,0,0,22,19.6,19.5941,19.5941,10.9336,628;202617;202618;202588;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202476;202480;202482;202475;202474;202484;202485;2137;,201278AB;201271BA;201320AB;201317BA;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201604BA;201605AB;201597BA;201610AB;201615BA;201614AB;201592BA;201639BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.412297 33.724658, -112.404888 33.724662, -112.404232 33.724651, -112.394627 33.724719, -112.377266 33.724753, -112.385962 33.731851)",,,,
,1830,628,2137,1,2,0,sov,PM,1.1,0,1,1,0,0,22,19.7,19.6796,19.6796,10.9826,628;202621;202618;202588;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202476;202480;202482;202475;202474;202484;202485;2137;,201267AB;201292BA;201320AB;201317BA;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201604BA;201605AB;201597BA;201610AB;201615BA;201614AB;201592BA;201639BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.412297 33.724658, -112.404888 33.724662, -112.404232 33.724651, -112.394627 33.724719, -112.377266 33.724753, -112.385962 33.731851)",,,,
,1831,628,2142,0,1,0,sov,PM,1.77,0,1,1,0,0,16,14.4,14.4244,14.4244,7.2961,628;202617;202618;202588;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202796;2142;,201278AB;201271BA;201320AB;201317BA;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201603BA;,"LINESTRING (-112.434767 33.631469, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.426521 33.711249)",,,,
,1832,628,2142,1,2,0,sov,PM,1.09,0,1,1,0,0,16,14.5,14.5099,14.5099,7.3451,628;202621;202618;202588;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202796;2142;,201267AB;201292BA;201320AB;201317BA;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201603BA;,"LINESTRING (-112.434767 33.631469, -112.426698 33.631545, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.426521 33.711249)",,,,
